especievalida,nombrecomun,category,status,longitud,latitud
Euphonia gouldi,eufonia olivácea,iucn,Preocupación menor (lc),-95.1468534,18.5228338
Euphonia gouldi,eufonia olivácea,nom059,Sujeta a protección especial (Pr),-95.1468534,18.5228338
Euphonia affinis olmecorum,eufonia garganta negra,iucn,Preocupación menor (lc),-95.235,16.3266667
Euphonia affinis godmani,eufonia garganta negra,iucn,Preocupación menor (lc),-101.9833333,18.0833333
Euphonia affinis affinis,eufonia garganta negra,iucn,Preocupación menor (lc),-92.42,14.7166667
Euphonia affinis,eufonia garganta negra,iucn,Preocupación menor (lc),-92.8918767,15.4802515
Eupherusa ridgwayi,ninfa mexicana,cites,Apéndice II (El nombre publicado en CITES 2022 es Thalurania ridgwayi (ver relaciones de sinonimia).),-104.929693,20.782789
Eupherusa ridgwayi,ninfa mexicana,iucn,Vulnerable (VU),-104.929693,20.782789
Eupherusa ridgwayi,ninfa mexicana,nom059,Amenazada (A) (Publicado en NOM-059-SEMARNAT 2010-Mod. Anexo Normativo III 2019 como Thalurania ridgwayi (ver relaciones de sinonimia).),-104.929693,20.782789
Eupherusa poliocerca,"colibrí cola blanca, colibrí guerrerense",iucn,Casi amenazado (NT),-100.1943898,17.4221123
Eupherusa poliocerca,"colibrí cola blanca, colibrí guerrerense",nom059,Amenazada (A),-100.1943898,17.4221123
Eupherusa poliocerca,"colibrí cola blanca, colibrí guerrerense",cites,Apéndice II,-100.1943898,17.4221123
Eupherusa eximia nelsoni,colibrí cola rayada,cites,Apéndice II,-96.33,17.6716667
Eupherusa eximia nelsoni,colibrí cola rayada,iucn,Preocupación menor (lc),-96.33,17.6716667
Eupherusa eximia eximia,colibrí cola rayada,iucn,Preocupación menor (lc),-91.3065833,16.2028889
Eupherusa eximia eximia,colibrí cola rayada,cites,Apéndice II,-91.3065833,16.2028889
Eupherusa eximia,colibrí cola rayada,iucn,Preocupación menor (lc),-96.3405674,17.6638143
Eupherusa eximia,colibrí cola rayada,cites,Apéndice II,-96.3405674,17.6638143
Eupherusa cyanophrys,"colibrí miahuatleco, colibrí oaxaqueño",cites,Apéndice II,-96.4243948,15.9462477
Eupherusa cyanophrys,"colibrí miahuatleco, colibrí oaxaqueño",nom059,En peligro de extinción (P),-96.4243948,15.9462477
Eupherusa cyanophrys,"colibrí miahuatleco, colibrí oaxaqueño",iucn,En peligro (EN),-96.4243948,15.9462477
Euphagus cyanocephalus,"tordo ojo amarillo, tordo ojos amarillos",iucn,Preocupación menor (lc),-108.0783333,25.46
Euphagus carolinus,tordo canadiense,iucn,Vulnerable (VU),-117.0537472,32.3312382
Eumomota superciliosa superciliosa,momoto ceja azul,iucn,Preocupación menor (lc),-88.5366667,20.67
Eumomota superciliosa bipartita,momoto ceja azul,iucn,Preocupación menor (lc),-92.38,15.0183333
Eumomota superciliosa,"momoto ceja azul, momoto cejas azules",iucn,Preocupación menor (lc),-89.504138,21.055955
Eugenes fulgens,colibrí magnífico,cites,Apéndice II,-98.815118,18.927638
Eugenes fulgens,colibrí magnífico,iucn,Preocupación menor (lc),-98.815118,18.927638
Eudocimus albus,ibis blanco,iucn,Preocupación menor (lc),-97.719033,20.0042942
Eucometis penicillata pallida,tángara cabeza gris,nom059,Sujeta a protección especial (Pr),-91.3085278,16.1917778
Eucometis penicillata pallida,tángara cabeza gris,iucn,Preocupación menor (lc),-91.3085278,16.1917778
Eucometis penicillata,tangara cabeza gris,nom059,Sujeta a protección especial (Pr),-88.501106,20.574057
Eucometis penicillata,tangara cabeza gris,iucn,Preocupación menor (lc),-88.501106,20.574057
Eremophila alpestris enertera,alondra cornuda,iucn,Preocupación menor (lc),-115.485,30.0416667
Eremophila alpestris,alondra cornuda,iucn,Preocupación menor (lc),-100.581523,25.021968
Empidonax wrightii,"mosquero gris, papamoscas bajacolita",iucn,Preocupación menor (lc),-109.928211,23.657133
Empidonax virescens,"mosquero verdoso, papamoscas verdoso",iucn,Preocupación menor (lc),-92.7310708,15.7280218
Empidonax traillii traillii,mosquero saucero,iucn,Preocupación menor (lc),-105.8566667,22.9916667
Empidonax traillii extimus,mosquero saucero,iucn,Preocupación menor (lc),-92.725,15.0416667
Empidonax traillii brewsteri,mosquero saucero,iucn,Preocupación menor (lc),-108.0783333,25.46
Empidonax traillii brewsteri,mosquero saucero,nom059,Probablemente extinta en el medio silvestre (E),-108.0783333,25.46
Empidonax traillii adastus,mosquero saucero,iucn,Preocupación menor (lc),-102.8666667,26.2166667
Empidonax traillii,"mosquero saucero, papamoscas saucero",iucn,Preocupación menor (lc),-113.5321021,31.3265914
Empidonax occidentalis hellmayri,mosquero californiano,iucn,Preocupación menor (lc),-105.8133333,23.465
Empidonax occidentalis,"mosquero barranqueño, papamoscas amarillo barranqueño",iucn,Preocupación menor (lc),-100.1943898,17.4221123
Empidonax oberholseri,"mosquero oscuro, papamoscas matorralero",iucn,Preocupación menor (lc),-103.518863,19.533456
Empidonax minimus,"mosquero mímimo, papamoscas chico",iucn,Preocupación menor (lc),-100.1943898,17.4221123
Empidonax hammondii,"mosquero de Hammond, papamoscas de Hammond",iucn,Preocupación menor (lc),-100.1943898,17.4221123
Empidonax fulvifrons,"mosquero pecho leonado, papamoscas pecho canela",iucn,Preocupación menor (lc),-104.242,23.3858
Empidonax flaviventris,"mosquero vientre amarillo, papamoscas vientre amarillo",iucn,Preocupación menor (lc),-95.01698,18.35812
Empidonax flavescens,"mosquero amarillento, papamoscas amarillo sureño",iucn,Preocupación menor (lc),-95.1468534,18.5228338
Empidonax difficilis insulicola,mosquero californiano,iucn,Preocupación menor (lc),-106.4133333,21.4533333
Empidonax difficilis cineritius,mosquero californiano,nom059,Sujeta a protección especial (Pr),-109.6016667,23.0883333
Empidonax difficilis cineritius,mosquero californiano,iucn,Preocupación menor (lc),-109.6016667,23.0883333
Empidonax difficilis,"mosquero californiano, papamoscas amarillo del pacífico",iucn,Preocupación menor (lc),-100.1943898,17.4221123
Empidonax alnorum,"mosquero ailero, papamoscas ailero",iucn,Preocupación menor (lc),-94.4886179,17.9782474
Empidonax albigularis timidus,mosquero garganta blanca,iucn,Preocupación menor (lc),-96.0783333,18.1416667
Empidonax albigularis albigularis,mosquero garganta blanca,iucn,Preocupación menor (lc),-99.3316667,18.735
Empidonax albigularis,"mosquero garganta blanca, papamoscas garganta blanca",iucn,Preocupación menor (lc),-101.665324,19.675089
Empidonax affinis vigensis,mosquero pinero,iucn,Preocupación menor (lc),-97.1166667,19.6333333
Empidonax affinis trepidus,mosquero pinero,iucn,Preocupación menor (lc),-92.6166667,16.6583333
Empidonax affinis pulverius,mosquero pinero,iucn,Preocupación menor (lc),-108.3833333,26.9916667
Empidonax affinis bairdi,mosquero pinero,iucn,Preocupación menor (lc),-99.1983333,19.1033333
Empidonax affinis affinis,mosquero pinero,iucn,Preocupación menor (lc),-99.2833333,19.325
Empidonax affinis,"mosquero pinero, papamoscas pinero",iucn,Preocupación menor (lc),-99.2333333,18.945
Electron carinatum,"momoto pico quilla, momoto pico quillado",iucn,Vulnerable (VU),-95.4333333,18.3833333
Electron carinatum,"momoto pico quilla, momoto pico quillado",nom059,En peligro de extinción (P),-95.4333333,18.3833333
Elanus leucurus majusculus,milano cola blanca,iucn,Preocupación menor (lc),-94.95,16.5666667
Elanus leucurus majusculus,milano cola blanca,cites,Apéndice II,-94.95,16.5666667
Elanus leucurus leucurus,milano cola blanca,cites,Apéndice II,-95.0833333,18.4166667
Elanus leucurus leucurus,milano cola blanca,iucn,Preocupación menor (lc),-95.0833333,18.4166667
Elanus leucurus,milano cola blanca,cites,Apéndice II,-105.4627488,28.2696381
Elanus leucurus,milano cola blanca,iucn,Preocupación menor (lc),-105.4627488,28.2696381
Elanoides forficatus,milano tijereta,cites,Apéndice II,-91.6739065,16.0997026
Elanoides forficatus,milano tijereta,nom059,Sujeta a protección especial (Pr),-91.6739065,16.0997026
Elanoides forficatus,milano tijereta,iucn,Preocupación menor (lc),-91.6739065,16.0997026
Elaenia martinica,"elenia caribeña, mosquero elenia caribeño",iucn,Preocupación menor (lc),-86.96811,20.4879092
Elaenia frantzii,mosquero elenia de montaña,iucn,Preocupación menor (lc),-93.1270873,17.1756392
Elaenia flavogaster subpagana,elenia vientre amarillo,iucn,Preocupación menor (lc),-91.0833333,18.2166667
Elaenia flavogaster,"elenia vientre amarillo, mosquero elenia copetón",iucn,Preocupación menor (lc),-95.01698,18.35812
Egretta tricolor ruficollis,garceta tricolor,iucn,Preocupación menor (lc),-95.55,18.6666667
Egretta tricolor occidentalis,garceta tricolor,iucn,Preocupación menor (lc),-114,27.7541667
Egretta tricolor,"garceta tricolor, garza tricolor",iucn,Preocupación menor (lc),-103.5259514,29.1354998
Egretta thula thula,garceta pie-dorado,iucn,Preocupación menor (lc),-98.5833333,16.3666667
Egretta thula brewsteri,garceta pie-dorado,iucn,Preocupación menor (lc),-110.5916667,27.3166667
Egretta thula,"garceta pie-dorado, garza dedos dorados",iucn,Preocupación menor (lc),-86.9611948,20.7597896
Egretta rufescens rufescens,garceta rojiza,nom059,En peligro de extinción (P),-110.5833333,25
Egretta rufescens rufescens,garceta rojiza,iucn,Casi amenazado (NT),-110.5833333,25
Egretta rufescens dickeyi,garceta rojiza,iucn,Casi amenazado (NT),-94.95,16.5666667
Egretta rufescens dickeyi,garceta rojiza,nom059,En peligro de extinción (P),-94.95,16.5666667
Egretta rufescens,"garceta rojiza, garza rojiza",iucn,Casi amenazado (NT),-111.2332262,25.7185884
Egretta rufescens,"garceta rojiza, garza rojiza",nom059,En peligro de extinción (P),-111.2332262,25.7185884
Egretta caerulea,"garceta azul, garza azul",iucn,Preocupación menor (lc),-99.4973373,19.1531034
Ectopistes migratorius,paloma migratoria,iucn,Extinto (EX),-97.1,18.85
Ectopistes migratorius,paloma migratoria,nom059,Probablemente extinta en el medio silvestre (E),-97.1,18.85
Dysithamnus mentalis septentrionalis,hormiguero sencillo,iucn,Preocupación menor (lc),-91.0833333,18.2166667
Dysithamnus mentalis septentrionalis,hormiguero sencillo,nom059,Amenazada (A),-91.0833333,18.2166667
Dysithamnus mentalis,hormiguero sencillo,nom059,Amenazada (A),-91.192916,16.248622
Dysithamnus mentalis,hormiguero sencillo,iucn,Preocupación menor (lc),-91.192916,16.248622
Dumetella carolinensis,maullador gris,iucn,Preocupación menor (lc),-89.0320753,18.4323762
Dryobates stricklandi,"carpintero de Strickland, carpintero transvolcánico",nom059,Amenazada (A) (Publicado en NOM-059-SEMARNAT 2010-Mod. Anexo Normativo III 2019 como Picoides stricklandi (ver relaciones de sinonimia).),-99.7747421,19.1110448
Dryobates scalaris scalaris,carpintero mexicano,iucn,Preocupación menor (lc),-96.9283333,19.545
Dryobates scalaris,carpintero mexicano,iucn,Preocupación menor (lc),-103.389442,20.657566
Dryobates pubescens,carpintero albinegro menor,iucn,Preocupación menor (lc),-116.9049597,32.202071
Dryobates nuttallii,carpintero californiano,iucn,Preocupación menor (lc),-115.735,30.97
Dromococcyx phasianellus,cuclillo faisán,iucn,Preocupación menor (lc),-93.105829,16.8292874
Doricha enicura,"colibrí tijereta, colibrí tijereta guatemalteco",iucn,Preocupación menor (lc),-92.474119,16.545467
Doricha enicura,"colibrí tijereta, colibrí tijereta guatemalteco",cites,Apéndice II,-92.474119,16.545467
Doricha enicura,"colibrí tijereta, colibrí tijereta guatemalteco",nom059,Amenazada (A),-92.474119,16.545467
Doricha eliza,"colibrí cola hendida, colibrí tijereta mexicano",nom059,En peligro de extinción (P),-87.7436041,21.5312705
Doricha eliza,"colibrí cola hendida, colibrí tijereta mexicano",cites,Apéndice II,-87.7436041,21.5312705
Doricha eliza,"colibrí cola hendida, colibrí tijereta mexicano",iucn,Casi amenazado (NT),-87.7436041,21.5312705
Dolichonyx oryzivorus,tordo arrocero,iucn,Preocupación menor (lc),-87.6154974,20.0784255
Dives dives,tordo cantor,iucn,Preocupación menor (lc),-95.01698,18.35812
Diglossa baritula,"picaflor canelo, picochueco vientre canela",iucn,Preocupación menor (lc),-100.1943898,17.4221123
Dendrortyx macroura striatus,codorniz-coluda neovolcánica,nom059,Amenazada (A),-101.6133333,19.5233333
Dendrortyx macroura striatus,codorniz-coluda neovolcánica,iucn,Preocupación menor (lc),-101.6133333,19.5233333
Dendrortyx macroura oaxacae,codorniz-coluda neovolcánica,iucn,Preocupación menor (lc),-96.3233333,17.7216667
Dendrortyx macroura oaxacae,codorniz-coluda neovolcánica,nom059,Amenazada (A),-96.3233333,17.7216667
Dendrortyx macroura inesperatus,codorniz-coluda neovolcánica,nom059,Amenazada (A),-96.4666667,16.1033333
Dendrortyx macroura inesperatus,codorniz-coluda neovolcánica,iucn,Preocupación menor (lc),-96.4666667,16.1033333
Dendrortyx macroura griseipectus,codorniz-coluda neovolcánica,iucn,Preocupación menor (lc),-100.1333333,17.4833333
Dendrortyx macroura griseipectus,codorniz-coluda neovolcánica,nom059,Amenazada (A),-100.1333333,17.4833333
Dendrortyx macroura,codorniz coluda transvolcánica,iucn,Preocupación menor (lc),-100.1943898,17.4221123
Dendrortyx macroura,codorniz coluda transvolcánica,nom059,Amenazada (A),-100.1943898,17.4221123
Dendrortyx leucophrys,codorniz coluda centroamericana,iucn,Preocupación menor (lc),-92.085257,15.086542
Dendrortyx leucophrys,codorniz coluda centroamericana,nom059,Amenazada (A),-92.085257,15.086542
Dendrortyx barbatus,codorniz coluda veracruzana,iucn,Vulnerable (VU),-98.03407,20.211076
Dendrortyx barbatus,codorniz coluda veracruzana,nom059,En peligro de extinción (P),-98.03407,20.211076
Dendrocygna bicolor,pijije canelo,iucn,Preocupación menor (lc),-91.9952202,17.7202149
Dendrocygna bicolor,pijije canelo,cites,Apéndice III (Honduras listó a la especie Dendrocygna bicolor.),-91.9952202,17.7202149
Dendrocygna autumnalis,"pijije ala blanca, pijije alas blancas",cites,Apéndice III (Honduras listó a la especie Dendrocygna autumnalis.),-87.084185,20.618312
Dendrocygna autumnalis,"pijije ala blanca, pijije alas blancas",iucn,Preocupación menor (lc),-87.084185,20.618312
Dendrocolaptes sanctithomae,trepatroncos barrado,nom059,Sujeta a protección especial (Pr),-95.1468534,18.5228338
Dendrocolaptes sanctithomae,trepatroncos barrado,iucn,Preocupación menor (lc),-95.1468534,18.5228338
Dendrocolaptes picumnus,trepatroncos vientre barrado,nom059,Amenazada (A),-91.5083333,16.4958333
Dendrocolaptes picumnus,trepatroncos vientre barrado,iucn,Preocupación menor (lc),-91.5083333,16.4958333
Dendrocincla homochroa homochroa,trepatroncos rojizo,iucn,Preocupación menor (lc),-91.3080556,16.1906389
Dendrocincla homochroa,"trepatroncos canelo, trepatroncos rojizo",iucn,Preocupación menor (lc),-90.2985587,17.98888
Dendrocincla anabatina anabatina,trepatroncos sepia,iucn,Preocupación menor (lc),-91.3060556,16.2063611
Dendrocincla anabatina anabatina,trepatroncos sepia,nom059,Sujeta a protección especial (Pr),-91.3060556,16.2063611
Dendrocincla anabatina,trepatroncos sepia,iucn,Preocupación menor (lc),-95.1468534,18.5228338
Dendrocincla anabatina,trepatroncos sepia,nom059,Sujeta a protección especial (Pr),-95.1468534,18.5228338
Dactylortyx thoracicus thoracicus,codorniz silbadora,iucn,Preocupación menor (lc),-96.9283333,19.545
Dactylortyx thoracicus thoracicus,codorniz silbadora,nom059,Sujeta a protección especial (Pr),-96.9283333,19.545
Dactylortyx thoracicus sharpei,codorniz silbadora,nom059,Sujeta a protección especial (Pr),-88.5683333,20.7666667
Dactylortyx thoracicus sharpei,codorniz silbadora,iucn,Preocupación menor (lc),-88.5683333,20.7666667
Dactylortyx thoracicus devius,codorniz silbadora,iucn,Preocupación menor (lc),-103.425,20.5366667
Dactylortyx thoracicus devius,codorniz silbadora,nom059,Sujeta a protección especial (Pr),-103.425,20.5366667
Dactylortyx thoracicus chiapensis,codorniz silbadora,iucn,Preocupación menor (lc),-92.6,15.4333333
Dactylortyx thoracicus chiapensis,codorniz silbadora,nom059,Sujeta a protección especial (Pr),-92.6,15.4333333
Dactylortyx thoracicus,codorniz silbadora,iucn,Preocupación menor (lc),-93.00521,15.8425
Dactylortyx thoracicus,codorniz silbadora,nom059,Sujeta a protección especial (Pr),-93.00521,15.8425
Cyrtonyx ocellatus,codorniz ocelada,nom059,Amenazada (A),-92.474119,16.545467
Cyrtonyx ocellatus,codorniz ocelada,iucn,Vulnerable (VU),-92.474119,16.545467
Cyrtonyx montezumae sallei,codorniz de salle,iucn,Casi amenazado (NT) (En IUCN Red List 2022-2 como Cyrtonyx sallei (ver relaciones de sinonimia).),-99.895,17.3466667
Cyrtonyx montezumae sallei,codorniz de salle,nom059,Amenazada (A),-99.895,17.3466667
Cyrtonyx montezumae montezumae,codorniz moctezuma,iucn,Preocupación menor (lc),-104.9233333,23.7766667
Cyrtonyx montezumae montezumae,codorniz moctezuma,nom059,Sujeta a protección especial (Pr),-104.9233333,23.7766667
Cyrtonyx montezumae merriami,codorniz moctezuma,nom059,Sujeta a protección especial (Pr),-97.2616667,19.0616667
Cyrtonyx montezumae merriami,codorniz moctezuma,iucn,Preocupación menor (lc),-97.2616667,19.0616667
Cyrtonyx montezumae mearnsi,codorniz moctezuma,nom059,Sujeta a protección especial (Pr),-108.3833333,26.9916667
Cyrtonyx montezumae mearnsi,codorniz moctezuma,iucn,Preocupación menor (lc),-108.3833333,26.9916667
Cyrtonyx montezumae,codorniz de Moctezuma,iucn,Preocupación menor (lc),-107.1130085,29.2594112
Cyrtonyx montezumae,codorniz de Moctezuma,nom059,Sujeta a protección especial (Pr),-107.1130085,29.2594112
Cypseloides storeri,"vencejo cara blanca, vencejo frente blanca",nom059,Sujeta a protección especial (Pr),-100.0429373,19.0444481
Cypseloides storeri,"vencejo cara blanca, vencejo frente blanca",iucn,Datos insuficientes (DD),-100.0429373,19.0444481
